J-H,J-K,J-w1,J-w2,H-K,H-w1,H-w2,K-w1,K-w2,w1-w2
0.6159999999999997,0.8449999999999989,0.9670000000000005,1.093,0.2289999999999992,0.35100000000000087,0.4770000000000003,0.12200000000000166,0.2480000000000011,0.12599999999999945
0.5999999999999996,0.8520000000000003,0.9969999999999999,1.133000000000001,0.25200000000000067,0.39700000000000024,0.5330000000000013,0.14499999999999957,0.2810000000000006,0.136000000000001
