u-g,u-r,u-i,u-z,u-J,u-H,u-K,u-w1,u-w2,g-r,g-i,g-z,g-J,g-H,g-K,g-w1,g-w2,r-i,r-z,r-J,r-H,r-K,r-w1,r-w2,i-z,i-J,i-H,i-K,i-w1,i-w2,z-J,z-H,z-K,z-w1,z-w2,J-H,J-K,J-w1,J-w2,H-K,H-w1,H-w2,K-w1,K-w2,w1-w2
2.821509670017999,4.338205609616999,5.369806471970998,5.926901462548999,7.281707245499998,7.973707245499998,8.165707245499998,8.287707245499998,8.334707245499999,1.5166959395989998,2.548296801952999,3.105391792531,4.460197575481999,5.152197575481999,5.344197575481999,5.466197575481999,5.513197575482,1.031600862353999,1.588695852932,2.943501635882999,3.6355016358829992,3.8275016358829994,3.9495016358829993,3.996501635883,0.5570949905780012,1.9119007735290001,2.6039007735290003,2.7959007735290005,2.9179007735290003,2.964900773529001,1.354805782950999,2.046805782950999,2.2388057829509993,2.360805782950999,2.407805782951,0.6920000000000002,0.8840000000000003,1.0060000000000002,1.0530000000000008,0.19200000000000017,0.31400000000000006,0.36100000000000065,0.12199999999999989,0.16900000000000048,0.0470000000000006
2.7783084414640022,4.294011406646003,5.126413509359001,5.646809275424001,6.900150085861002,7.606150085861001,7.761150085861001,7.894150085861002,7.867150085861001,1.515702965182001,2.3481050678949984,2.868500833959999,4.121841644397,4.827841644396999,4.9828416443969985,5.115841644396999,5.088841644396998,0.8324021027129973,1.3527978687779978,2.6061386792149985,3.312138679214998,3.4671386792149974,3.6001386792149983,3.5731386792149973,0.5203957660650005,1.7737365765020012,2.4797365765020007,2.634736576502,2.767736576502001,2.740736576502,1.2533408104370007,1.9593408104370003,2.1143408104369996,2.2473408104370005,2.2203408104369995,0.7059999999999995,0.8609999999999989,0.9939999999999998,0.9669999999999987,0.15499999999999936,0.28800000000000026,0.26099999999999923,0.1330000000000009,0.10599999999999987,-0.027000000000001023
