u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z
2.485818093399999,3.9533604571000005,5.1634342273,5.7857124487,1.4675423637000016,2.677616133900001,3.299894355300001,1.2100737701999993,1.8323519915999995,0.6222782214000002
3.1006616559999998,4.805560264,5.671402831999998,6.176535007999998,1.7048986080000006,2.5707411759999985,3.0758733519999986,0.8658425679999979,1.370974743999998,0.505132176
