r-i,r-J,r-H,r-K,i-J,i-H,i-K,J-H,J-K,H-K
1.225304072953998,3.3391782645829995,3.9451782645829994,4.160178264582999,2.1138741916290016,2.7198741916290015,2.9348741916290013,0.6059999999999999,0.8209999999999997,0.21499999999999986
0.648311474913001,2.3260361502149998,2.9930361502149996,3.199036150215001,1.6777246753019988,2.3447246753019986,2.550724675302,0.6669999999999998,0.8730000000000011,0.2060000000000013
